2026,1,user2,식비,280000
2026,1,user2,교통,30000
2026,1,user2,쇼핑,320000
2026,1,user2,기타,100000
2026,2,user2,식비,280000
2026,2,user2,교통,30000
2026,2,user2,쇼핑,320000
2026,2,user2,기타,100000
2026,3,user2,식비,280000
2026,3,user2,교통,30000
2026,3,user2,쇼핑,320000
2026,3,user2,기타,100000
2026,4,user2,식비,280000
2026,4,user2,교통,30000
2026,4,user2,쇼핑,320000
2026,4,user2,기타,100000
2026,5,user2,식비,280000
2026,5,user2,교통,30000
2026,5,user2,쇼핑,320000
2026,5,user2,기타,100000
2026,6,user2,식비,280000
2026,6,user2,교통,30000
2026,6,user2,쇼핑,320000
2026,6,user2,기타,100000
2026,1,user3,식비,100000
2026,1,user3,교통,30000
2026,1,user3,쇼핑,220000
2026,1,user3,기타,60000
2026,2,user3,식비,100000
2026,2,user3,교통,30000
2026,2,user3,쇼핑,220000
2026,2,user3,기타,60000
2026,3,user3,식비,100000
2026,3,user3,교통,30000
2026,3,user3,쇼핑,220000
2026,3,user3,기타,60000
2026,4,user3,식비,100000
2026,4,user3,교통,30000
2026,4,user3,쇼핑,220000
2026,4,user3,기타,60000
2026,5,user3,식비,100000
2026,5,user3,교통,30000
2026,5,user3,쇼핑,220000
2026,5,user3,기타,60000
2026,6,user3,식비,100000
2026,6,user3,교통,30000
2026,6,user3,쇼핑,220000
2026,6,user3,기타,60000
